source,target,Fisher_Z,avg_r
Cingulum_Post_R,Thalamus_L,0.5861,0.5271
Insula_R,Postcentral_R,0.5861,0.5271
Frontal_Sup_Medial_L,Caudate_L,0.5861,0.5271
Rolandic_Oper_L,Putamen_R,0.5861,0.5271
Frontal_Sup_L,Frontal_Inf_Oper_L,0.5846,0.526
Postcentral_L,Angular_L,0.5845,0.526
Cingulum_Mid_R,Thalamus_L,0.584,0.5256
Calcarine_L,Lingual_R,0.5839,0.5255
Frontal_Mid_L,Paracentral_Lobule_R,0.5827,0.5246
Frontal_Sup_L,Parietal_Inf_R,0.5817,0.5239
Postcentral_L,Angular_R,0.5815,0.5237
Precentral_R,Insula_R,0.5794,0.5222
Calcarine_L,Cuneus_R,0.5791,0.522
Precentral_L,Insula_L,0.5791,0.522
Insula_R,Caudate_L,0.5789,0.5218
Hippocampus_R,Thalamus_R,0.5784,0.5215
Frontal_Inf_Tri_R,Insula_R,0.5782,0.5214
Precentral_R,Insula_L,0.5781,0.5213
SupraMarginal_L,Thalamus_L,0.5777,0.521
Cingulum_Mid_R,Thalamus_R,0.5776,0.5209
Cingulum_Post_R,Thalamus_R,0.5775,0.5208
SupraMarginal_L,Precuneus_R,0.5773,0.5207
Supp_Motor_Area_L,SupraMarginal_L,0.5769,0.5204
SupraMarginal_R,Paracentral_Lobule_L,0.5767,0.5203
Parietal_Inf_L,Thalamus_L,0.576,0.5198
Cingulum_Mid_L,Thalamus_L,0.5751,0.5191
Cuneus_L,Angular_R,0.5747,0.5188
Occipital_Sup_L,Occipital_Sup_R,0.5741,0.5184
Rolandic_Oper_L,Cingulum_Ant_L,0.5737,0.5181
Insula_R,Calcarine_R,0.5737,0.5181
Cingulum_Post_R,Calcarine_R,0.5731,0.5176
Frontal_Sup_Medial_L,Paracentral_Lobule_R,0.5721,0.5169
Frontal_Inf_Oper_R,SupraMarginal_R,0.5721,0.5169
Cingulum_Post_L,Calcarine_L,0.5719,0.5167
Frontal_Mid_R,Parietal_Sup_R,0.5711,0.5161
Cerebelum_4_5_R,Vermis_4_5,0.5711,0.5162
Precentral_L,Caudate_L,0.5707,0.5158
Lingual_R,Cerebelum_4_5_L,0.5701,0.5155
Frontal_Inf_Tri_R,Postcentral_R,0.5701,0.5154
Cuneus_L,Occipital_Mid_L,0.5691,0.5147
Frontal_Sup_Orb_R,Frontal_Med_Orb_R,0.569,0.5146
Insula_L,Temporal_Sup_L,0.5688,0.5145
Cingulum_Post_L,SupraMarginal_L,0.568,0.5139
Calcarine_L,Occipital_Sup_L,0.5679,0.5138
Frontal_Sup_Medial_L,Parietal_Inf_L,0.5668,0.513
Cingulum_Mid_L,SupraMarginal_L,0.5666,0.5129
Cingulum_Post_R,Angular_R,0.5666,0.5128
Insula_L,Calcarine_R,0.5656,0.5121
Rolandic_Oper_R,Putamen_R,0.5653,0.5119
Cuneus_R,Precuneus_R,0.5653,0.5119
Precentral_R,SupraMarginal_L,0.5644,0.5112
Cingulum_Post_R,Angular_L,0.5643,0.5112
Hippocampus_L,Hippocampus_R,0.5638,0.5108
Occipital_Sup_L,Angular_L,0.5637,0.5107
Precentral_R,Angular_R,0.5636,0.5106
Precentral_L,SupraMarginal_L,0.5626,0.5099
Cingulum_Ant_R,Putamen_L,0.5622,0.5096
Cingulum_Ant_L,Caudate_L,0.5618,0.5093
Rolandic_Oper_R,Putamen_L,0.5609,0.5087
Lingual_L,Fusiform_L,0.5607,0.5085
Frontal_Inf_Oper_R,Parietal_Inf_R,0.5596,0.5077
Frontal_Inf_Tri_R,Cingulum_Mid_L,0.5582,0.5067
Frontal_Inf_Oper_L,Cingulum_Ant_R,0.5581,0.5066
Frontal_Sup_Medial_R,Putamen_L,0.5579,0.5064
Frontal_Inf_Oper_L,Postcentral_R,0.5572,0.5059
Frontal_Inf_Oper_R,Parietal_Inf_L,0.5566,0.5055
Precuneus_R,Thalamus_L,0.5561,0.5051
Cerebelum_3_R,Vermis_3,0.5555,0.5047
Frontal_Inf_Tri_L,Supp_Motor_Area_L,0.5549,0.5042
Frontal_Inf_Oper_L,Cingulum_Ant_L,0.5548,0.5041
Frontal_Sup_R,Cingulum_Ant_R,0.5548,0.5041
Insula_R,Postcentral_L,0.5539,0.5035
Frontal_Sup_L,Parietal_Sup_R,0.5538,0.5033
Frontal_Sup_R,Cingulum_Ant_L,0.5537,0.5033
Calcarine_R,Vermis_4_5,0.5535,0.5031
Cingulum_Ant_L,Cingulum_Mid_R,0.5534,0.5031
Vermis_3,Vermis_4_5,0.5532,0.5029
Frontal_Mid_L,Parietal_Inf_R,0.5523,0.5023
Cingulum_Mid_R,Angular_L,0.552,0.502
SupraMarginal_L,Precuneus_L,0.552,0.502
Frontal_Inf_Tri_R,Cingulum_Post_R,0.5519,0.5019
Insula_L,Cingulum_Mid_L,0.551,0.5013
Frontal_Inf_Oper_R,Paracentral_Lobule_L,0.5506,0.501
Cingulum_Mid_L,Thalamus_R,0.5505,0.5009
Frontal_Inf_Tri_R,Cingulum_Ant_R,0.5498,0.5004
Frontal_Sup_Medial_R,Caudate_L,0.5486,0.4995
Frontal_Inf_Tri_R,Cingulum_Ant_L,0.5485,0.4994
Insula_L,Cingulum_Mid_R,0.5484,0.4993
Cingulum_Post_L,Thalamus_R,0.5482,0.4991
Rolandic_Oper_L,Parietal_Inf_L,0.548,0.4991
Cingulum_Mid_R,Angular_R,0.5479,0.4989
Lingual_R,Fusiform_R,0.5479,0.499
Frontal_Inf_Oper_L,Insula_R,0.5478,0.4989
Cingulum_Mid_L,Angular_L,0.5456,0.4972
Caudate_R,Putamen_L,0.5455,0.4971
Cingulum_Post_R,Cuneus_L,0.5454,0.4971
Cingulum_Mid_L,Angular_R,0.5452,0.4969
Frontal_Inf_Oper_L,SupraMarginal_L,0.5448,0.4966
Postcentral_R,Angular_L,0.5425,0.4948
Cingulum_Mid_R,SupraMarginal_L,0.5424,0.4948
Frontal_Mid_R,Caudate_L,0.5424,0.4948
Rolandic_Oper_L,Calcarine_R,0.542,0.4945
Frontal_Sup_R,Frontal_Inf_Oper_L,0.542,0.4945
Frontal_Sup_L,SupraMarginal_R,0.5419,0.4944
Frontal_Sup_Medial_L,Putamen_L,0.5416,0.4942
Frontal_Inf_Oper_R,Paracentral_Lobule_R,0.5415,0.4941
Frontal_Sup_Medial_L,Insula_R,0.5415,0.4941
Insula_L,Postcentral_R,0.5404,0.4933
Frontal_Inf_Tri_R,Supp_Motor_Area_R,0.5402,0.4931
Frontal_Inf_Oper_L,Supp_Motor_Area_R,0.5401,0.4931
Frontal_Sup_R,Insula_L,0.5396,0.4927
Frontal_Inf_Tri_L,Cingulum_Mid_R,0.5393,0.4925
Cingulum_Mid_R,Caudate_R,0.5392,0.4924
Postcentral_L,Putamen_L,0.5392,0.4924
Insula_L,SupraMarginal_L,0.5389,0.4922
Cuneus_R,Occipital_Mid_L,0.5385,0.4918
Cingulum_Ant_R,Caudate_R,0.5382,0.4916
Precentral_R,Angular_L,0.5376,0.4912
Frontal_Inf_Tri_R,Cingulum_Post_L,0.5374,0.491
Frontal_Sup_L,Frontal_Inf_Tri_R,0.5371,0.4908
Occipital_Sup_L,Angular_R,0.5363,0.4902
Parietal_Sup_R,Angular_L,0.5362,0.4901
Angular_L,Angular_R,0.5361,0.4901
Frontal_Inf_Tri_R,Supp_Motor_Area_L,0.536,0.49
Caudate_L,Putamen_R,0.5357,0.4897
Insula_R,Cingulum_Mid_R,0.5355,0.4896
Supp_Motor_Area_L,Insula_L,0.5353,0.4894
Cingulum_Post_R,Calcarine_L,0.5351,0.4893
Insula_R,Cingulum_Mid_L,0.5342,0.4886
Cingulum_Post_R,Caudate_L,0.5338,0.4883
Cerebelum_3_L,Cerebelum_4_5_L,0.5337,0.4882
Rolandic_Oper_R,Cingulum_Ant_R,0.5336,0.4881
Precuneus_R,Thalamus_R,0.5327,0.4874
Frontal_Sup_R,Frontal_Inf_Tri_R,0.532,0.4869
Frontal_Inf_Oper_L,Caudate_R,0.5314,0.4865
Precentral_L,Angular_L,0.5311,0.4862
Frontal_Inf_Oper_R,Rolandic_Oper_L,0.531,0.4862
Calcarine_L,Vermis_4_5,0.5308,0.486
Hippocampus_R,Thalamus_L,0.5307,0.4859
Cuneus_L,Angular_L,0.5306,0.4858
Cingulum_Ant_L,Cingulum_Mid_L,0.5296,0.4851
Calcarine_R,Precuneus_R,0.5288,0.4844
Cuneus_R,Angular_R,0.5286,0.4843
Frontal_Mid_L,SupraMarginal_R,0.5283,0.4841
Cingulum_Post_L,Caudate_L,0.5276,0.4836
Postcentral_L,Thalamus_L,0.5268,0.4829
Rolandic_Oper_R,Postcentral_R,0.5257,0.4821
Frontal_Inf_Oper_L,Precuneus_R,0.5256,0.482
Rolandic_Oper_R,Temporal_Sup_R,0.5245,0.4811
Frontal_Inf_Oper_L,Precuneus_L,0.5245,0.4812
Frontal_Inf_Tri_L,Cingulum_Mid_L,0.5242,0.481
Frontal_Inf_Tri_L,Caudate_R,0.5242,0.4809
Frontal_Sup_Medial_R,SupraMarginal_R,0.5234,0.4804
Insula_L,Vermis_4_5,0.5225,0.4796
Caudate_R,Thalamus_L,0.5223,0.4795
Putamen_R,Thalamus_L,0.5222,0.4794
Putamen_R,Pallidum_R,0.5216,0.4789
Frontal_Mid_L,Parietal_Sup_R,0.5214,0.4788
Frontal_Sup_R,Insula_R,0.521,0.4785
Precentral_L,Angular_R,0.5207,0.4783
Frontal_Sup_L,Insula_L,0.5206,0.4781
Frontal_Mid_L,Insula_L,0.52,0.4777
Supp_Motor_Area_R,Angular_R,0.5192,0.4771
Supp_Motor_Area_R,Caudate_L,0.5191,0.477
Frontal_Sup_Orb_L,Frontal_Med_Orb_R,0.519,0.4769
Rolandic_Oper_R,Cingulum_Ant_L,0.5186,0.4766
Supp_Motor_Area_L,Caudate_L,0.5185,0.4765
Insula_L,Cingulum_Post_R,0.5179,0.4761
Supp_Motor_Area_R,SupraMarginal_L,0.5178,0.476
Insula_L,Calcarine_L,0.5178,0.476
Parietal_Inf_R,Angular_L,0.5177,0.4759
Frontal_Inf_Oper_R,Angular_R,0.5173,0.4756
Occipital_Sup_R,Occipital_Mid_R,0.5169,0.4753
Frontal_Sup_Medial_L,Cuneus_L,0.5156,0.4743
Insula_R,Cingulum_Post_L,0.5154,0.4742
Parietal_Sup_L,SupraMarginal_L,0.514,0.473
Frontal_Mid_Orb_L,Frontal_Mid_Orb_R,0.5139,0.473
Frontal_Mid_L,SupraMarginal_L,0.5138,0.4729
Rolandic_Oper_L,Postcentral_R,0.5137,0.4728
Frontal_Sup_Medial_L,Caudate_R,0.5136,0.4728
Frontal_Mid_R,Insula_L,0.5135,0.4727
Occipital_Sup_L,Precuneus_R,0.5132,0.4725
Supp_Motor_Area_L,Caudate_R,0.513,0.4723
Cingulum_Ant_R,Putamen_R,0.5127,0.4721
Frontal_Inf_Tri_L,Caudate_L,0.5123,0.4718
Frontal_Inf_Tri_R,SupraMarginal_R,0.5122,0.4716
Rolandic_Oper_L,Cingulum_Ant_R,0.5122,0.4717
Supp_Motor_Area_R,Caudate_R,0.5119,0.4714
Insula_L,Lingual_R,0.5117,0.4713
Insula_L,Temporal_Pole_Sup_L,0.5112,0.4709
Supp_Motor_Area_L,Thalamus_L,0.5107,0.4705
Frontal_Inf_Tri_L,Cingulum_Post_R,0.5107,0.4705
Frontal_Sup_Medial_R,Cuneus_L,0.5104,0.4703
Insula_L,Parietal_Inf_L,0.5102,0.4701
Frontal_Inf_Orb_R,Insula_R,0.5098,0.4698
Cingulum_Ant_L,Caudate_R,0.5097,0.4697
SupraMarginal_L,SupraMarginal_R,0.5093,0.4694
Insula_L,Cingulum_Post_L,0.5088,0.469
Calcarine_R,Occipital_Sup_L,0.5087,0.469
Cingulum_Ant_L,Putamen_R,0.5086,0.4688
Precentral_R,Cingulum_Ant_L,0.5084,0.4687
Cingulum_Ant_L,Cingulum_Post_R,0.5081,0.4684
Frontal_Sup_Medial_R,Parietal_Inf_L,0.5081,0.4685
Rolandic_Oper_R,Frontal_Sup_Medial_R,0.508,0.4684
Frontal_Sup_L,Cingulum_Ant_L,0.507,0.4676
Insula_R,Calcarine_L,0.5066,0.4673
Precentral_L,Insula_R,0.5064,0.4672
Cingulum_Mid_L,Caudate_R,0.5063,0.4671
Frontal_Inf_Tri_L,Cingulum_Post_L,0.5061,0.4669
Frontal_Sup_Medial_R,Caudate_R,0.5059,0.4667
Frontal_Sup_R,Frontal_Inf_Tri_L,0.5058,0.4666
Cingulum_Post_R,SupraMarginal_L,0.5057,0.4666
Rolandic_Oper_L,Frontal_Sup_Medial_L,0.5057,0.4666
Supp_Motor_Area_R,Insula_L,0.5054,0.4664
Hippocampus_L,Thalamus_R,0.5049,0.466
Caudate_L,Thalamus_R,0.5039,0.4652
Calcarine_R,Postcentral_L,0.5031,0.4645
Postcentral_R,Caudate_L,0.503,0.4645
Angular_R,Temporal_Sup_R,0.5027,0.4642
Frontal_Mid_L,Caudate_L,0.5025,0.4641
Supp_Motor_Area_L,Angular_R,0.5016,0.4633
Rolandic_Oper_L,Thalamus_L,0.5011,0.463
Frontal_Sup_Medial_L,Parietal_Sup_L,0.5011,0.463
Cerebelum_4_5_L,Cerebelum_4_5_R,0.5011,0.463
Lingual_R,Vermis_3,0.5005,0.4625
Rolandic_Oper_L,Caudate_R,0.5002,0.4623
Insula_R,Lingual_R,0.4998,0.462
Cingulum_Post_L,Cuneus_R,0.4996,0.4618
Caudate_L,Thalamus_L,0.4993,0.4616
Cerebelum_3_L,Vermis_3,0.4991,0.4614
Cingulum_Ant_R,Cingulum_Mid_R,0.4991,0.4614
Frontal_Sup_Medial_R,Calcarine_R,0.499,0.4613
Angular_R,Paracentral_Lobule_L,0.4987,0.4611
Frontal_Sup_Medial_L,Parietal_Inf_R,0.4985,0.461
Precuneus_L,Thalamus_L,0.4984,0.4608
Frontal_Sup_Medial_L,SupraMarginal_R,0.4981,0.4607
Cuneus_L,Postcentral_L,0.4981,0.4606
Frontal_Inf_Oper_R,Cuneus_L,0.4978,0.4604
Rolandic_Oper_L,Calcarine_L,0.4973,0.46
Hippocampus_L,Parietal_Inf_L,0.4963,0.4592
Calcarine_R,Occipital_Mid_L,0.4963,0.4592
Frontal_Sup_Orb_L,Frontal_Mid_Orb_R,0.4959,0.4589
Frontal_Sup_Medial_R,Calcarine_L,0.4959,0.4589
Supp_Motor_Area_L,Angular_L,0.4958,0.4588
Cuneus_R,Angular_L,0.4948,0.458
Frontal_Sup_R,Angular_R,0.4942,0.4575
Frontal_Inf_Oper_R,Calcarine_R,0.4942,0.4575
Frontal_Sup_R,Cuneus_L,0.4939,0.4573
Frontal_Inf_Tri_L,Supp_Motor_Area_R,0.4933,0.4568
Putamen_L,Temporal_Sup_L,0.493,0.4566
Frontal_Inf_Tri_R,Precuneus_L,0.4927,0.4564
Frontal_Inf_Orb_L,Insula_L,0.4913,0.4553
Cingulum_Post_R,Lingual_R,0.4912,0.4552
Frontal_Sup_Medial_L,Calcarine_R,0.4912,0.4552
Putamen_L,Thalamus_L,0.4907,0.4547
Rolandic_Oper_R,Calcarine_R,0.4905,0.4546
Insula_R,Temporal_Sup_L,0.4904,0.4545
Rolandic_Oper_L,Supp_Motor_Area_L,0.4899,0.4541
Frontal_Inf_Tri_L,Cingulum_Ant_R,0.4898,0.4541
Precuneus_R,Caudate_L,0.4888,0.4532
Frontal_Sup_R,Calcarine_R,0.4887,0.4531
Supp_Motor_Area_R,Thalamus_L,0.4887,0.4532
Frontal_Sup_Orb_R,Frontal_Mid_Orb_R,0.4886,0.4531
Cerebelum_4_5_L,Vermis_3,0.4885,0.453
Frontal_Inf_Tri_R,Precuneus_R,0.4882,0.4528
Cingulum_Post_R,Putamen_L,0.4878,0.4525
Frontal_Mid_R,SupraMarginal_L,0.4877,0.4524
Fusiform_R,Cerebelum_4_5_L,0.4875,0.4522
Calcarine_R,Postcentral_R,0.4875,0.4523
Frontal_Sup_Medial_R,Parietal_Sup_L,0.4872,0.452
Frontal_Sup_R,Caudate_R,0.4872,0.452
Frontal_Inf_Tri_L,SupraMarginal_L,0.4868,0.4516
Calcarine_R,Angular_L,0.4864,0.4514
Caudate_R,Thalamus_R,0.4864,0.4513
Precentral_R,Rolandic_Oper_L,0.486,0.4511
Calcarine_L,Occipital_Mid_L,0.4854,0.4505
Occipital_Sup_L,Precuneus_L,0.4852,0.4504
Insula_R,Cingulum_Post_R,0.4848,0.4501
Insula_R,Vermis_4_5,0.4845,0.4499
Cingulum_Mid_R,Cuneus_L,0.4843,0.4497
Calcarine_R,Occipital_Sup_R,0.4833,0.4489
Lingual_R,Putamen_L,0.4832,0.4488
Frontal_Sup_L,Caudate_L,0.4832,0.4488
SupraMarginal_L,Paracentral_Lobule_L,0.4832,0.4488
Rolandic_Oper_L,Caudate_L,0.4828,0.4485
Temporal_Sup_R,Temporal_Mid_R,0.4828,0.4485
Calcarine_R,Precuneus_L,0.4824,0.4481
SupraMarginal_R,Caudate_L,0.4823,0.4481
Frontal_Sup_Medial_L,Calcarine_L,0.4822,0.448
Cerebelum_4_5_R,Vermis_3,0.4821,0.4479
Angular_R,Paracentral_Lobule_R,0.482,0.4478
Precuneus_L,Thalamus_R,0.482,0.4479
Cingulum_Mid_L,Calcarine_R,0.4819,0.4478
Frontal_Inf_Tri_L,Parietal_Inf_L,0.4818,0.4476
Calcarine_R,Putamen_L,0.4812,0.4472
ParaHippocampal_L,Fusiform_L,0.481,0.4471
Cingulum_Ant_R,Caudate_L,0.4807,0.4468
Cingulum_Ant_R,Calcarine_R,0.4807,0.4468
Supp_Motor_Area_L,Thalamus_R,0.4802,0.4464
Postcentral_L,Caudate_R,0.4801,0.4463
Cuneus_L,Postcentral_R,0.4794,0.4458
Putamen_R,Thalamus_R,0.4794,0.4458
Precuneus_L,Caudate_L,0.4793,0.4457
Frontal_Inf_Oper_L,Angular_L,0.4791,0.4455
Frontal_Mid_R,Cingulum_Ant_L,0.479,0.4454
Precentral_L,Caudate_R,0.479,0.4454
Insula_R,Precuneus_R,0.4789,0.4454
Frontal_Sup_Medial_R,Parietal_Inf_R,0.4788,0.4452
Frontal_Sup_R,Calcarine_L,0.4784,0.445
Insula_R,Thalamus_L,0.4784,0.445
Frontal_Sup_L,SupraMarginal_L,0.4781,0.4447
Frontal_Sup_Medial_L,Angular_R,0.478,0.4446
Cingulum_Mid_L,Cuneus_L,0.478,0.4447
Supp_Motor_Area_R,Thalamus_R,0.478,0.4446
Occipital_Sup_R,Occipital_Mid_L,0.4779,0.4445
Insula_R,Heschl_R,0.477,0.4439
Frontal_Inf_Orb_L,Frontal_Inf_Orb_R,0.4767,0.4436
Precentral_L,Cingulum_Ant_L,0.4764,0.4434
Cerebelum_3_R,Cerebelum_4_5_R,0.4763,0.4433
Insula_R,Parietal_Inf_R,0.4762,0.4432
Precentral_R,Caudate_R,0.4759,0.443
Rolandic_Oper_L,Lingual_R,0.4759,0.443
Cingulum_Mid_R,Calcarine_R,0.4759,0.4429
Precentral_R,Thalamus_R,0.4757,0.4428
Cuneus_L,Parietal_Sup_L,0.4756,0.4427
Putamen_R,Temporal_Sup_L,0.4747,0.442
Supp_Motor_Area_L,Cingulum_Ant_L,0.4747,0.442
Precentral_R,Putamen_L,0.4745,0.4418
Cingulum_Ant_L,Cingulum_Post_L,0.4742,0.4416
Rolandic_Oper_R,Vermis_4_5,0.4735,0.441
Calcarine_R,Parietal_Inf_L,0.4733,0.4409
Cingulum_Post_L,Putamen_L,0.473,0.4406
Precentral_R,Cuneus_L,0.4729,0.4406
Supp_Motor_Area_R,Angular_L,0.4724,0.4402
Supp_Motor_Area_L,Insula_R,0.4719,0.4397
Precentral_R,Cingulum_Ant_R,0.4714,0.4393
Frontal_Sup_L,Caudate_R,0.471,0.439
Occipital_Sup_R,Precuneus_R,0.471,0.439
Hippocampus_R,Lingual_R,0.4708,0.4389
Frontal_Mid_R,Caudate_R,0.4705,0.4386
Frontal_Inf_Oper_R,Calcarine_L,0.4705,0.4386
Precentral_R,Thalamus_L,0.4703,0.4385
Putamen_L,Vermis_4_5,0.4701,0.4383
Frontal_Inf_Oper_L,Paracentral_Lobule_L,0.4699,0.4381
Postcentral_R,Thalamus_L,0.4698,0.438
Calcarine_L,Precuneus_R,0.4696,0.4379
Frontal_Sup_L,Angular_R,0.4696,0.4379
Frontal_Inf_Oper_R,Caudate_R,0.4695,0.4378
Cingulum_Post_L,Occipital_Sup_L,0.4692,0.4375
Occipital_Mid_L,Temporal_Mid_L,0.4691,0.4375
Precentral_L,Putamen_L,0.4687,0.4371
Postcentral_R,Caudate_R,0.4686,0.4371
Frontal_Inf_Oper_R,Putamen_R,0.4685,0.437
Cingulum_Mid_L,Putamen_L,0.4684,0.4369
Frontal_Sup_R,Angular_L,0.4682,0.4367
Cingulum_Ant_R,Cingulum_Post_R,0.4682,0.4367
Rolandic_Oper_R,Caudate_R,0.4682,0.4368
Frontal_Inf_Tri_L,Postcentral_R,0.4682,0.4367
Frontal_Sup_R,SupraMarginal_L,0.4681,0.4367
Insula_L,Thalamus_L,0.4679,0.4365
Frontal_Inf_Tri_L,Cingulum_Ant_L,0.4679,0.4365
Angular_L,Temporal_Mid_L,0.4679,0.4365
Parietal_Inf_R,SupraMarginal_L,0.4679,0.4365
Calcarine_L,Postcentral_R,0.4676,0.4362
Occipital_Sup_L,Parietal_Inf_L,0.4675,0.4362
Cingulum_Ant_L,Postcentral_L,0.4672,0.4359
Supp_Motor_Area_R,Cuneus_L,0.4671,0.4358
Rolandic_Oper_L,Frontal_Sup_Medial_R,0.4663,0.4352
Frontal_Inf_Tri_L,Insula_R,0.4659,0.4349
Cingulum_Ant_R,Calcarine_L,0.4657,0.4347
Hippocampus_R,Temporal_Sup_R,0.4656,0.4346
Fusiform_R,Cerebelum_4_5_R,0.4656,0.4346
Calcarine_L,Angular_R,0.4656,0.4347
Thalamus_L,Heschl_L,0.4656,0.4346
Cuneus_L,SupraMarginal_R,0.4655,0.4346
Frontal_Inf_Tri_L,Putamen_L,0.4653,0.4344
Cuneus_L,Parietal_Inf_L,0.4652,0.4343
Insula_L,Lingual_L,0.465,0.4342
Cingulum_Post_L,Lingual_L,0.4648,0.434
Frontal_Sup_L,Cingulum_Ant_R,0.4645,0.4337
Rolandic_Oper_L,Cingulum_Mid_L,0.4645,0.4338
Supp_Motor_Area_R,Insula_R,0.4643,0.4336
Insula_L,Precuneus_R,0.4643,0.4336
Postcentral_L,Thalamus_R,0.4641,0.4334
Frontal_Mid_R,Angular_R,0.464,0.4333
Rolandic_Oper_L,Lingual_L,0.4639,0.4333
SupraMarginal_L,Heschl_L,0.4628,0.4324
Calcarine_L,Angular_L,0.4628,0.4324
Frontal_Mid_R,Angular_L,0.4626,0.4322
Calcarine_L,Occipital_Sup_R,0.4625,0.4321
Cingulum_Ant_L,Calcarine_R,0.4623,0.432
Frontal_Mid_R,Insula_R,0.4615,0.4313
Insula_R,Temporal_Sup_R,0.4614,0.4312
Thalamus_L,Temporal_Sup_L,0.4614,0.4313
Frontal_Sup_R,Caudate_L,0.4613,0.4311
Cingulum_Post_L,Hippocampus_L,0.4613,0.4312
Parietal_Inf_L,Caudate_L,0.4613,0.4311
Precentral_L,Rolandic_Oper_L,0.4612,0.4311
Insula_L,SupraMarginal_R,0.4609,0.4308
Rolandic_Oper_L,Vermis_4_5,0.4608,0.4308
Precentral_L,Cuneus_L,0.4607,0.4306
Insula_L,Paracentral_Lobule_L,0.4604,0.4304
Supp_Motor_Area_R,Cingulum_Ant_L,0.4595,0.4297
Cingulum_Post_L,Lingual_R,0.4594,0.4296
Parietal_Sup_L,Thalamus_L,0.4593,0.4295
Calcarine_L,Precuneus_L,0.4589,0.4292
Frontal_Sup_L,Angular_L,0.4584,0.4288
Cingulum_Mid_R,Putamen_L,0.4581,0.4286
Rolandic_Oper_L,Cuneus_L,0.4577,0.4282
Rolandic_Oper_L,Cingulum_Mid_R,0.4577,0.4282
Cingulum_Ant_R,Cingulum_Post_L,0.4564,0.4271
Insula_R,Precuneus_L,0.4563,0.4271
Rolandic_Oper_L,Cingulum_Post_L,0.4562,0.427
Frontal_Sup_Medial_R,Angular_R,0.4553,0.4263
Rolandic_Oper_R,Temporal_Sup_L,0.4552,0.4262
Frontal_Inf_Oper_R,Rolandic_Oper_R,0.4543,0.4254
Occipital_Sup_R,Angular_L,0.4543,0.4254
Rolandic_Oper_R,Lingual_R,0.4541,0.4253
Rolandic_Oper_L,SupraMarginal_R,0.4541,0.4253
Rolandic_Oper_R,Calcarine_L,0.4539,0.4251
Cingulum_Post_R,Lingual_L,0.4535,0.4248
SupraMarginal_R,Angular_L,0.4533,0.4246
Hippocampus_R,Precuneus_R,0.4531,0.4245
Angular_L,Paracentral_Lobule_L,0.453,0.4243
Frontal_Inf_Tri_R,Caudate_R,0.4527,0.4241
Frontal_Sup_L,Cuneus_L,0.452,0.4235
Rolandic_Oper_L,Cingulum_Post_R,0.4516,0.4232
Hippocampus_L,SupraMarginal_L,0.4508,0.4226
Precentral_L,Thalamus_R,0.4507,0.4225
Frontal_Sup_Medial_L,SupraMarginal_L,0.4506,0.4224
Cingulum_Post_R,Caudate_R,0.4506,0.4224
Frontal_Inf_Tri_R,Parietal_Inf_R,0.4505,0.4223
Frontal_Mid_L,Cingulum_Ant_L,0.4504,0.4222
Frontal_Inf_Tri_L,Precuneus_L,0.4503,0.4222
Frontal_Inf_Oper_L,Putamen_R,0.4503,0.4222
Insula_L,Precuneus_L,0.4501,0.422
Cingulum_Post_R,Vermis_4_5,0.4499,0.4218
Calcarine_L,Putamen_L,0.4497,0.4217
Insula_L,Cuneus_L,0.4497,0.4216
Cingulum_Ant_L,Postcentral_R,0.4493,0.4213
Frontal_Inf_Tri_L,Rolandic_Oper_L,0.4492,0.4213
Frontal_Sup_Orb_R,Frontal_Med_Orb_L,0.4491,0.4211
SupraMarginal_L,Caudate_L,0.4485,0.4207
Occipital_Sup_L,Parietal_Sup_L,0.4485,0.4207
Frontal_Inf_Oper_L,Calcarine_R,0.4485,0.4206
Supp_Motor_Area_R,Calcarine_R,0.4485,0.4207
Cuneus_R,Precuneus_L,0.4485,0.4206
Cingulum_Mid_R,Calcarine_L,0.4483,0.4205
Frontal_Inf_Tri_R,Putamen_L,0.4482,0.4204
Frontal_Sup_L,Calcarine_R,0.448,0.4203
Insula_R,Lingual_L,0.448,0.4202
Cingulum_Post_R,Cuneus_R,0.4479,0.4201
Insula_R,Thalamus_R,0.4478,0.4201
Hippocampus_L,Precuneus_R,0.4477,0.42
Precentral_R,Calcarine_L,0.447,0.4194
Rolandic_Oper_L,Supp_Motor_Area_R,0.4469,0.4194
Frontal_Inf_Tri_L,Precuneus_R,0.4468,0.4193
Frontal_Sup_Medial_R,Cuneus_R,0.4467,0.4192
Frontal_Inf_Oper_L,Cuneus_L,0.4466,0.4191
Precentral_R,Calcarine_R,0.4464,0.4189
Insula_R,Pallidum_L,0.4463,0.4189
ParaHippocampal_L,Lingual_L,0.4463,0.4189
Cingulum_Ant_R,Cingulum_Mid_L,0.4462,0.4188
Frontal_Mid_L,Caudate_R,0.4462,0.4188
Insula_L,Pallidum_L,0.4462,0.4188
Parietal_Inf_L,Putamen_L,0.4459,0.4185
Cingulum_Post_R,Occipital_Sup_L,0.4459,0.4185
Calcarine_R,Putamen_R,0.4457,0.4183
Occipital_Mid_L,Parietal_Inf_L,0.4454,0.4181
Calcarine_L,Postcentral_L,0.445,0.4178
Insula_L,Heschl_L,0.444,0.4169
ParaHippocampal_L,Cerebelum_4_5_L,0.4436,0.4166
Calcarine_R,SupraMarginal_L,0.4431,0.4162
SupraMarginal_L,Putamen_L,0.4431,0.4162
